============================================================================================
V4 GEOMETRY   NAMING: A = RED anchor, B = BLUE anchor, C = STUDENT
  (v1 used A red, C blue, B student -- different, stored separately)
============================================================================================
  A (red anchor)   centre (8, 9)    49 cells
  B (blue anchor)  centre (11, 9)   49 cells
  C (student)      centre (9, 12)   49 cells
  A&B  28  <- EXCLUDED from BOTH anchors' training
  A&C  24   B&C  20   triple 16
  exclusive: A 13   B 17   C 21
  C cells shared with an anchor: 28

ANCHOR TRAINING CONDITIONS (neither at an extreme of [0, 1]):
    A trains at 0.66   (region mean 0.660)
    B trains at 0.36   (region mean 0.360)
    midpoint 0.510 -- a student cell is 'closer to A' above this

PER-CELL FILTER VALUE across C's supervised region:
    col  :      6      7      8      9     10     11     12
    v    :  0.860  0.777  0.693  0.610  0.527  0.443  0.360
    near :      A      A      A      A      A      B      B

split: 20 cells favour A (71.4%), 8 favour B (28.6%)
    crossover (v=0.510) at column 10.20, between cols 10 and 11
    student v range 0.360 .. 0.860;  A inside: True;  B inside: True
    A&B (excluded) 0.443 .. 0.693

WHY V4 -- the region where the rules can actually differ:
    supervised 28 = TWO-contributor 16 (57%) + single-contributor 12
    v3 was 28 = 8 two-contributor (29%) + 20 single
    two-contributor columns [8, 9, 10, 11]
    v across them: c8=0.693  c9=0.610  c10=0.527  c11=0.443
    BIAS on the two-contributor cells: 12 nearer A (75%), 4 nearer B (25%)
  offset field: None
[frozen_seed42] nodes=3 coverage max=3 mode=frozen steps=390
[frozen_seed42] step 000/390 trained 3/3 | hop0: 0.1355 | hop1: 0.1253
[naive_seed42] nodes=3 coverage max=3 mode=naive steps=390
[naive_seed42] step 000/390 trained 3/3 | hop0: 0.1340 | hop1: 0.1243
[naive_seed42] step 010/390 trained 3/3 | hop0: 0.0780 | hop1: 0.0806
[naive_seed42] step 020/390 trained 3/3 | hop0: 0.0531 | hop1: 0.0701
[naive_seed42] step 030/390 trained 3/3 | hop0: 0.0386 | hop1: 0.0463
[naive_seed42] step 040/390 trained 3/3 | hop0: 0.0367 | hop1: 0.0426
[naive_seed42] step 050/390 trained 3/3 | hop0: 0.0257 | hop1: 0.0376
[naive_seed42] step 060/390 trained 3/3 | hop0: 0.0232 | hop1: 0.0281
[naive_seed42] step 070/390 trained 3/3 | hop0: 0.0140 | hop1: 0.0192
[naive_seed42] step 080/390 trained 3/3 | hop0: 0.0078 | hop1: 0.0104
[naive_seed42] step 090/390 trained 3/3 | hop0: 0.0042 | hop1: 0.0040
[naive_seed42] step 100/390 trained 3/3 | hop0: 0.0044 | hop1: 0.0059
[naive_seed42] step 110/390 trained 3/3 | hop0: 0.0014 | hop1: 0.0038
[naive_seed42] step 120/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0038
[naive_seed42] step 130/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0031
[naive_seed42] step 140/390 trained 3/3 | hop0: 0.0026 | hop1: 0.0027
[naive_seed42] step 150/390 trained 3/3 | hop0: 0.0022 | hop1: 0.0061
[naive_seed42] step 160/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0009
[naive_seed42] step 170/390 trained 3/3 | hop0: 0.0024 | hop1: 0.0011
[naive_seed42] step 180/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0011
[naive_seed42] step 190/390 trained 3/3 | hop0: 0.0012 | hop1: 0.0014
[naive_seed42] step 200/390 trained 3/3 | hop0: 0.0006 | hop1: 0.0016
[naive_seed42] step 210/390 trained 3/3 | hop0: 0.0022 | hop1: 0.0018
[naive_seed42] step 220/390 trained 3/3 | hop0: 0.0006 | hop1: 0.0007
[naive_seed42] step 230/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0007
[naive_seed42] step 240/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0020
[naive_seed42] step 250/390 trained 3/3 | hop0: 0.0010 | hop1: 0.0013
[naive_seed42] step 260/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0016
[naive_seed42] step 270/390 trained 3/3 | hop0: 0.0010 | hop1: 0.0010
[naive_seed42] step 280/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0004
[naive_seed42] step 290/390 trained 3/3 | hop0: 0.0009 | hop1: 0.0013
[naive_seed42] step 300/390 trained 3/3 | hop0: 0.0019 | hop1: 0.0015
[naive_seed42] step 310/390 trained 3/3 | hop0: 0.0011 | hop1: 0.0006
[naive_seed42] step 320/390 trained 3/3 | hop0: 0.0020 | hop1: 0.0012
[naive_seed42] step 330/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0006
[naive_seed42] step 340/390 trained 3/3 | hop0: 0.0015 | hop1: 0.0012
[naive_seed42] step 350/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0024
[naive_seed42] step 360/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0009
[naive_seed42] step 370/390 trained 3/3 | hop0: 0.0011 | hop1: 0.0010
[naive_seed42] step 380/390 trained 3/3 | hop0: 0.0008 | hop1: 0.0007
[naive_seed42] mean MSE (last 50 steps): 0.0009 | cert-MSE r=-0.558
[naive_seed42] saved runs\chapter5_v2\s5_3_colour_three_node_v4\naive_seed42\figures\results.png
### naive_seed42 last50=0.00089
[certainty_seed42] nodes=3 coverage max=3 mode=certainty steps=390
[certainty_seed42] step 000/390 trained 3/3 | hop0: 0.1340 | hop1: 0.1243
[certainty_seed42] step 010/390 trained 3/3 | hop0: 0.0780 | hop1: 0.0806
[certainty_seed42] step 020/390 trained 3/3 | hop0: 0.0531 | hop1: 0.0701
[certainty_seed42] step 030/390 trained 3/3 | hop0: 0.0386 | hop1: 0.0463
[certainty_seed42] step 040/390 trained 3/3 | hop0: 0.0367 | hop1: 0.0426
[certainty_seed42] step 050/390 trained 3/3 | hop0: 0.0257 | hop1: 0.0375
[certainty_seed42] step 060/390 trained 3/3 | hop0: 0.0232 | hop1: 0.0278
[certainty_seed42] step 070/390 trained 3/3 | hop0: 0.0140 | hop1: 0.0191
[certainty_seed42] step 080/390 trained 3/3 | hop0: 0.0078 | hop1: 0.0105
[certainty_seed42] step 090/390 trained 3/3 | hop0: 0.0042 | hop1: 0.0040
[certainty_seed42] step 100/390 trained 3/3 | hop0: 0.0044 | hop1: 0.0061
[certainty_seed42] step 110/390 trained 3/3 | hop0: 0.0014 | hop1: 0.0038
[certainty_seed42] step 120/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0038
[certainty_seed42] step 130/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0032
[certainty_seed42] step 140/390 trained 3/3 | hop0: 0.0026 | hop1: 0.0027
[certainty_seed42] step 150/390 trained 3/3 | hop0: 0.0022 | hop1: 0.0062
[certainty_seed42] step 160/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0008
[certainty_seed42] step 170/390 trained 3/3 | hop0: 0.0024 | hop1: 0.0010
[certainty_seed42] step 180/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0011
[certainty_seed42] step 190/390 trained 3/3 | hop0: 0.0012 | hop1: 0.0014
[certainty_seed42] step 200/390 trained 3/3 | hop0: 0.0006 | hop1: 0.0016
[certainty_seed42] step 210/390 trained 3/3 | hop0: 0.0022 | hop1: 0.0018
[certainty_seed42] step 220/390 trained 3/3 | hop0: 0.0006 | hop1: 0.0007
[certainty_seed42] step 230/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0007
[certainty_seed42] step 240/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0019
[certainty_seed42] step 250/390 trained 3/3 | hop0: 0.0010 | hop1: 0.0013
[certainty_seed42] step 260/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0016
[certainty_seed42] step 270/390 trained 3/3 | hop0: 0.0010 | hop1: 0.0010
[certainty_seed42] step 280/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0004
[certainty_seed42] step 290/390 trained 3/3 | hop0: 0.0009 | hop1: 0.0013
[certainty_seed42] step 300/390 trained 3/3 | hop0: 0.0019 | hop1: 0.0015
[certainty_seed42] step 310/390 trained 3/3 | hop0: 0.0011 | hop1: 0.0006
[certainty_seed42] step 320/390 trained 3/3 | hop0: 0.0020 | hop1: 0.0012
[certainty_seed42] step 330/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0005
[certainty_seed42] step 340/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0012
[certainty_seed42] step 350/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0025
[certainty_seed42] step 360/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0009
[certainty_seed42] step 370/390 trained 3/3 | hop0: 0.0011 | hop1: 0.0010
[certainty_seed42] step 380/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0007
[certainty_seed42] mean MSE (last 50 steps): 0.0009 | cert-MSE r=-0.558
[certainty_seed42] saved runs\chapter5_v2\s5_3_colour_three_node_v4\certainty_seed42\figures\results.png
### certainty_seed42 last50=0.00090
[nig_product_seed42] nodes=3 coverage max=3 mode=nig_product steps=390
[nig_product_seed42] step 000/390 trained 3/3 | hop0: 0.1340 | hop1: 0.1243
[nig_product_seed42] step 010/390 trained 3/3 | hop0: 0.0780 | hop1: 0.0806
[nig_product_seed42] step 020/390 trained 3/3 | hop0: 0.0531 | hop1: 0.0696
[nig_product_seed42] step 030/390 trained 3/3 | hop0: 0.0386 | hop1: 0.0461
[nig_product_seed42] step 040/390 trained 3/3 | hop0: 0.0367 | hop1: 0.0426
[nig_product_seed42] step 050/390 trained 3/3 | hop0: 0.0257 | hop1: 0.0373
[nig_product_seed42] step 060/390 trained 3/3 | hop0: 0.0232 | hop1: 0.0276
[nig_product_seed42] step 070/390 trained 3/3 | hop0: 0.0140 | hop1: 0.0190
[nig_product_seed42] step 080/390 trained 3/3 | hop0: 0.0078 | hop1: 0.0102
[nig_product_seed42] step 090/390 trained 3/3 | hop0: 0.0042 | hop1: 0.0039
[nig_product_seed42] step 100/390 trained 3/3 | hop0: 0.0044 | hop1: 0.0059
[nig_product_seed42] step 110/390 trained 3/3 | hop0: 0.0014 | hop1: 0.0039
[nig_product_seed42] step 120/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0038
[nig_product_seed42] step 130/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0033
[nig_product_seed42] step 140/390 trained 3/3 | hop0: 0.0026 | hop1: 0.0027
[nig_product_seed42] step 150/390 trained 3/3 | hop0: 0.0022 | hop1: 0.0061
[nig_product_seed42] step 160/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0008
[nig_product_seed42] step 170/390 trained 3/3 | hop0: 0.0024 | hop1: 0.0011
[nig_product_seed42] step 180/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0011
[nig_product_seed42] step 190/390 trained 3/3 | hop0: 0.0012 | hop1: 0.0015
[nig_product_seed42] step 200/390 trained 3/3 | hop0: 0.0006 | hop1: 0.0017
[nig_product_seed42] step 210/390 trained 3/3 | hop0: 0.0022 | hop1: 0.0018
[nig_product_seed42] step 220/390 trained 3/3 | hop0: 0.0006 | hop1: 0.0007
[nig_product_seed42] step 230/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0007
[nig_product_seed42] step 240/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0020
[nig_product_seed42] step 250/390 trained 3/3 | hop0: 0.0009 | hop1: 0.0013
[nig_product_seed42] step 260/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0016
[nig_product_seed42] step 270/390 trained 3/3 | hop0: 0.0010 | hop1: 0.0010
[nig_product_seed42] step 280/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0004
[nig_product_seed42] step 290/390 trained 3/3 | hop0: 0.0009 | hop1: 0.0013
[nig_product_seed42] step 300/390 trained 3/3 | hop0: 0.0019 | hop1: 0.0015
[nig_product_seed42] step 310/390 trained 3/3 | hop0: 0.0011 | hop1: 0.0006
[nig_product_seed42] step 320/390 trained 3/3 | hop0: 0.0020 | hop1: 0.0013
[nig_product_seed42] step 330/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0006
[nig_product_seed42] step 340/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0012
[nig_product_seed42] step 350/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0025
[nig_product_seed42] step 360/390 trained 3/3 | hop0: 0.0020 | hop1: 0.0009
[nig_product_seed42] step 370/390 trained 3/3 | hop0: 0.0011 | hop1: 0.0010
[nig_product_seed42] step 380/390 trained 3/3 | hop0: 0.0008 | hop1: 0.0007
[nig_product_seed42] mean MSE (last 50 steps): 0.0009 | cert-MSE r=-0.575
[nig_product_seed42] saved runs\chapter5_v2\s5_3_colour_three_node_v4\nig_product_seed42\figures\results.png
### nig_product_seed42 last50=0.00090
[nig_product_avgtrain_seed42] nodes=3 coverage max=3 mode=nig_product steps=390
[nig_product_avgtrain_seed42] step 000/390 trained 3/3 | hop0: 0.1340 | hop1: 0.1248
[nig_product_avgtrain_seed42] step 010/390 trained 3/3 | hop0: 0.0780 | hop1: 0.0881
[nig_product_avgtrain_seed42] step 020/390 trained 3/3 | hop0: 0.0531 | hop1: 0.0767
[nig_product_avgtrain_seed42] step 030/390 trained 3/3 | hop0: 0.0386 | hop1: 0.0563
[nig_product_avgtrain_seed42] step 040/390 trained 3/3 | hop0: 0.0367 | hop1: 0.0521
[nig_product_avgtrain_seed42] step 050/390 trained 3/3 | hop0: 0.0257 | hop1: 0.0433
[nig_product_avgtrain_seed42] step 060/390 trained 3/3 | hop0: 0.0232 | hop1: 0.0322
[nig_product_avgtrain_seed42] step 070/390 trained 3/3 | hop0: 0.0140 | hop1: 0.0205
[nig_product_avgtrain_seed42] step 080/390 trained 3/3 | hop0: 0.0078 | hop1: 0.0106
[nig_product_avgtrain_seed42] step 090/390 trained 3/3 | hop0: 0.0042 | hop1: 0.0049
[nig_product_avgtrain_seed42] step 100/390 trained 3/3 | hop0: 0.0044 | hop1: 0.0081
[nig_product_avgtrain_seed42] step 110/390 trained 3/3 | hop0: 0.0014 | hop1: 0.0051
[nig_product_avgtrain_seed42] step 120/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0047
[nig_product_avgtrain_seed42] step 130/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0038
[nig_product_avgtrain_seed42] step 140/390 trained 3/3 | hop0: 0.0026 | hop1: 0.0027
[nig_product_avgtrain_seed42] step 150/390 trained 3/3 | hop0: 0.0022 | hop1: 0.0056
[nig_product_avgtrain_seed42] step 160/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0007
[nig_product_avgtrain_seed42] step 170/390 trained 3/3 | hop0: 0.0024 | hop1: 0.0010
[nig_product_avgtrain_seed42] step 180/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0013
[nig_product_avgtrain_seed42] step 190/390 trained 3/3 | hop0: 0.0012 | hop1: 0.0015
[nig_product_avgtrain_seed42] step 200/390 trained 3/3 | hop0: 0.0006 | hop1: 0.0022
[nig_product_avgtrain_seed42] step 210/390 trained 3/3 | hop0: 0.0022 | hop1: 0.0019
[nig_product_avgtrain_seed42] step 220/390 trained 3/3 | hop0: 0.0006 | hop1: 0.0006
[nig_product_avgtrain_seed42] step 230/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0007
[nig_product_avgtrain_seed42] step 240/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0018
[nig_product_avgtrain_seed42] step 250/390 trained 3/3 | hop0: 0.0009 | hop1: 0.0008
[nig_product_avgtrain_seed42] step 260/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0026
[nig_product_avgtrain_seed42] step 270/390 trained 3/3 | hop0: 0.0010 | hop1: 0.0012
[nig_product_avgtrain_seed42] step 280/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0007
[nig_product_avgtrain_seed42] step 290/390 trained 3/3 | hop0: 0.0009 | hop1: 0.0014
[nig_product_avgtrain_seed42] step 300/390 trained 3/3 | hop0: 0.0019 | hop1: 0.0017
[nig_product_avgtrain_seed42] step 310/390 trained 3/3 | hop0: 0.0011 | hop1: 0.0006
[nig_product_avgtrain_seed42] step 320/390 trained 3/3 | hop0: 0.0020 | hop1: 0.0015
[nig_product_avgtrain_seed42] step 330/390 trained 3/3 | hop0: 0.0007 | hop1: 0.0007
[nig_product_avgtrain_seed42] step 340/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0011
[nig_product_avgtrain_seed42] step 350/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0021
[nig_product_avgtrain_seed42] step 360/390 trained 3/3 | hop0: 0.0020 | hop1: 0.0011
[nig_product_avgtrain_seed42] step 370/390 trained 3/3 | hop0: 0.0011 | hop1: 0.0009
[nig_product_avgtrain_seed42] step 380/390 trained 3/3 | hop0: 0.0008 | hop1: 0.0008
[nig_product_avgtrain_seed42] mean MSE (last 50 steps): 0.0009 | cert-MSE r=-0.560
[nig_product_avgtrain_seed42] saved runs\chapter5_v2\s5_3_colour_three_node_v4\nig_product_avgtrain_seed42\figures\results.png
### nig_product_avgtrain_seed42 last50=0.00089
[frozen_seed1042] nodes=3 coverage max=3 mode=frozen steps=390
[frozen_seed1042] step 000/390 trained 3/3 | hop0: 0.0838 | hop1: 0.0779
[frozen_seed1042] step 010/390 trained 3/3 | hop0: 0.0723 | hop1: 0.1149
[frozen_seed1042] step 020/390 trained 3/3 | hop0: 0.0648 | hop1: 0.0722
[frozen_seed1042] step 030/390 trained 3/3 | hop0: 0.0982 | hop1: 0.1007
[frozen_seed1042] step 040/390 trained 3/3 | hop0: 0.0837 | hop1: 0.0981
[frozen_seed1042] step 050/390 trained 3/3 | hop0: 0.0707 | hop1: 0.0709
[frozen_seed1042] step 060/390 trained 3/3 | hop0: 0.0931 | hop1: 0.0998
[frozen_seed1042] step 070/390 trained 3/3 | hop0: 0.0720 | hop1: 0.1042
[frozen_seed1042] step 080/390 trained 3/3 | hop0: 0.0746 | hop1: 0.0847
[frozen_seed1042] step 090/390 trained 3/3 | hop0: 0.0856 | hop1: 0.0710
[frozen_seed1042] step 100/390 trained 3/3 | hop0: 0.0832 | hop1: 0.0820
[frozen_seed1042] step 110/390 trained 3/3 | hop0: 0.1044 | hop1: 0.0927
[frozen_seed1042] step 120/390 trained 3/3 | hop0: 0.0881 | hop1: 0.0980
[frozen_seed1042] step 130/390 trained 3/3 | hop0: 0.0842 | hop1: 0.0908
[frozen_seed1042] step 140/390 trained 3/3 | hop0: 0.0809 | hop1: 0.0705
[frozen_seed1042] step 150/390 trained 3/3 | hop0: 0.1045 | hop1: 0.1157
[frozen_seed1042] step 160/390 trained 3/3 | hop0: 0.0729 | hop1: 0.0857
[frozen_seed1042] step 170/390 trained 3/3 | hop0: 0.0920 | hop1: 0.0957
[frozen_seed1042] step 180/390 trained 3/3 | hop0: 0.0725 | hop1: 0.0775
[frozen_seed1042] step 190/390 trained 3/3 | hop0: 0.0911 | hop1: 0.0971
[frozen_seed1042] step 200/390 trained 3/3 | hop0: 0.0911 | hop1: 0.1011
[frozen_seed1042] step 210/390 trained 3/3 | hop0: 0.1080 | hop1: 0.1131
[frozen_seed1042] step 220/390 trained 3/3 | hop0: 0.0799 | hop1: 0.0566
[frozen_seed1042] step 230/390 trained 3/3 | hop0: 0.0627 | hop1: 0.0708
[frozen_seed1042] step 240/390 trained 3/3 | hop0: 0.0868 | hop1: 0.0975
[frozen_seed1042] step 250/390 trained 3/3 | hop0: 0.0985 | hop1: 0.0857
[frozen_seed1042] step 260/390 trained 3/3 | hop0: 0.0715 | hop1: 0.0585
[frozen_seed1042] step 270/390 trained 3/3 | hop0: 0.0710 | hop1: 0.1014
[frozen_seed1042] step 280/390 trained 3/3 | hop0: 0.0805 | hop1: 0.0819
[frozen_seed1042] step 290/390 trained 3/3 | hop0: 0.0785 | hop1: 0.0650
[frozen_seed1042] step 300/390 trained 3/3 | hop0: 0.0931 | hop1: 0.0792
[frozen_seed1042] step 310/390 trained 3/3 | hop0: 0.0798 | hop1: 0.0909
[frozen_seed1042] step 320/390 trained 3/3 | hop0: 0.0860 | hop1: 0.0724
[frozen_seed1042] step 330/390 trained 3/3 | hop0: 0.0938 | hop1: 0.1152
[frozen_seed1042] step 340/390 trained 3/3 | hop0: 0.0685 | hop1: 0.0658
[frozen_seed1042] step 350/390 trained 3/3 | hop0: 0.0691 | hop1: 0.1040
[frozen_seed1042] step 360/390 trained 3/3 | hop0: 0.0804 | hop1: 0.0637
[frozen_seed1042] step 370/390 trained 3/3 | hop0: 0.1055 | hop1: 0.0986
[frozen_seed1042] step 380/390 trained 3/3 | hop0: 0.0985 | hop1: 0.0857
[frozen_seed1042] mean MSE (last 50 steps): 0.0862 | cert-MSE r=-0.618
[frozen_seed1042] saved runs\chapter5_v2\s5_3_colour_three_node_v4\frozen_seed1042\figures\results.png
### frozen_seed1042 last50=0.08615
[naive_seed1042] nodes=3 coverage max=3 mode=naive steps=390
[naive_seed1042] step 000/390 trained 3/3 | hop0: 0.0830 | hop1: 0.0761
[naive_seed1042] step 010/390 trained 3/3 | hop0: 0.0606 | hop1: 0.1077
[naive_seed1042] step 020/390 trained 3/3 | hop0: 0.0423 | hop1: 0.0561
[naive_seed1042] step 030/390 trained 3/3 | hop0: 0.0505 | hop1: 0.0599
[naive_seed1042] step 040/390 trained 3/3 | hop0: 0.0318 | hop1: 0.0426
[naive_seed1042] step 050/390 trained 3/3 | hop0: 0.0206 | hop1: 0.0269
[naive_seed1042] step 060/390 trained 3/3 | hop0: 0.0194 | hop1: 0.0349
[naive_seed1042] step 070/390 trained 3/3 | hop0: 0.0092 | hop1: 0.0191
[naive_seed1042] step 080/390 trained 3/3 | hop0: 0.0056 | hop1: 0.0114
[naive_seed1042] step 090/390 trained 3/3 | hop0: 0.0038 | hop1: 0.0048
[naive_seed1042] step 100/390 trained 3/3 | hop0: 0.0028 | hop1: 0.0054
[naive_seed1042] step 110/390 trained 3/3 | hop0: 0.0035 | hop1: 0.0055
[naive_seed1042] step 120/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0015
[naive_seed1042] step 130/390 trained 3/3 | hop0: 0.0021 | hop1: 0.0031
[naive_seed1042] step 140/390 trained 3/3 | hop0: 0.0017 | hop1: 0.0007
[naive_seed1042] step 150/390 trained 3/3 | hop0: 0.0025 | hop1: 0.0041
[naive_seed1042] step 160/390 trained 3/3 | hop0: 0.0012 | hop1: 0.0015
[naive_seed1042] step 170/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0010
[naive_seed1042] step 180/390 trained 3/3 | hop0: 0.0016 | hop1: 0.0014
[naive_seed1042] step 190/390 trained 3/3 | hop0: 0.0022 | hop1: 0.0019
[naive_seed1042] step 200/390 trained 3/3 | hop0: 0.0014 | hop1: 0.0014
